ID,Age,Income,Family,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
1,-1.7748541630406343,-0.5390206316937778,1.3969745002027238,-1.0474271849723038,0,0,1,0,0,0
2,-0.031151347381464068,-0.8644517982082613,0.524853490079937,-1.0474271849723038,0,0,1,0,0,0
3,-0.5542621920792151,-1.3634462535304692,-1.2193885301656366,-1.0474271849723038,0,0,0,0,0,0
4,-0.9030027552110492,0.5674453344554661,-1.2193885301656366,0.14424925255920132,0,0,0,0,0,0
5,-0.9030027552110492,-0.62580227609764,1.3969745002027238,0.14424925255920132,0,0,0,0,0,1
6,-0.7286324736451322,-0.9729288537130891,1.3969745002027238,0.14424925255920132,155,0,0,0,1,0
7,0.666329778882204,-0.04002617637156981,-0.34726752004284983,0.14424925255920132,0,0,0,0,1,0
8,0.4047743565333285,-1.1247967314198482,-1.2193885301656366,1.3359256900907066,0,0,0,0,0,1
9,-0.9030027552110492,0.15523252353712028,0.524853490079937,0.14424925255920132,104,0,0,0,1,0
10,-0.9901878959940077,2.303078222532711,-1.2193885301656366,1.3359256900907066,0,1,0,0,0,0
11,1.712551468277706,0.6759223899602939,1.3969745002027238,1.3359256900907066,0,0,0,0,0,0
12,-1.4261135999088002,-0.62580227609764,0.524853490079937,0.14424925255920132,0,0,0,0,1,0
13,0.23040407496741147,0.8711810898689839,-0.34726752004284983,1.3359256900907066,0,0,1,0,0,0
14,1.189440623579955,-0.7342793316024679,1.3969745002027238,0.14424925255920132,0,0,0,0,1,0
15,1.8869217498436233,0.8277902676670528,-1.2193885301656366,-1.0474271849723038,0,0,1,0,0,0
16,1.2766257643629135,-1.1247967314198482,-1.2193885301656366,1.3359256900907066,0,0,0,0,1,1
17,-0.6414473328621737,1.218307667484433,1.3969745002027238,1.3359256900907066,134,1,0,0,0,0
18,-0.2927067697303396,0.15523252353712028,1.3969745002027238,-1.0474271849723038,0,0,0,0,0,0
19,0.05603379340149444,2.5851185668452636,-0.34726752004284983,1.3359256900907066,0,1,0,0,0,0
20,0.8407000604481211,-1.1464921425208137,-1.2193885301656366,0.14424925255920132,0,0,1,0,0,1
21,0.9278852012310795,-1.0597104981169514,1.3969745002027238,0.14424925255920132,111,0,0,0,1,0
22,1.0150703420140381,-0.2352848762802599,0.524853490079937,1.3359256900907066,0,0,0,0,1,0
23,-1.4261135999088002,-0.25698028738122547,-1.2193885301656366,-1.0474271849723038,260,0,0,0,1,0
24,-0.11833648816442258,-0.6691930982995712,-0.34726752004284983,-1.0474271849723038,163,0,1,0,0,0
25,-0.8158176144280906,1.6956067117056755,-0.34726752004284983,-1.0474271849723038,159,0,0,0,0,1
26,-0.2055216289473811,-0.9729288537130891,0.524853490079937,-1.0474271849723038,97,0,0,0,1,0
27,-0.46707705129625665,0.1986233457390514,1.3969745002027238,1.3359256900907066,0,0,0,0,0,0
28,0.05603379340149444,1.825779178311469,-1.2193885301656366,-1.0474271849723038,0,0,0,0,1,1
29,0.9278852012310795,-0.5607160427947434,-1.2193885301656366,1.3359256900907066,0,0,0,0,1,1
30,-0.6414473328621737,0.9796581453738118,-1.2193885301656366,0.14424925255920132,0,1,0,1,1,1
31,1.189440623579955,-0.8427563871072957,-1.2193885301656366,1.3359256900907066,122,0,0,0,1,0
32,-0.46707705129625665,-0.9729288537130891,-1.2193885301656366,0.14424925255920132,0,0,0,0,1,0
33,0.666329778882204,-0.7125839205015023,-0.34726752004284983,1.3359256900907066,193,0,0,0,0,0
34,-1.3389284591258417,-1.2115783758237104,0.524853490079937,1.3359256900907066,0,0,0,0,0,0
35,-1.2517433183428832,-0.5173252205928123,1.3969745002027238,1.3359256900907066,0,0,0,0,1,0
36,0.23040407496741147,0.15523252353712028,0.524853490079937,-1.0474271849723038,0,0,0,0,0,0
37,1.189440623579955,1.0230489675757428,-1.2193885301656366,-1.0474271849723038,0,0,0,0,0,1
38,0.491959497316287,-0.06172158747253537,-1.2193885301656366,1.3359256900907066,198,0,0,0,0,0
39,-0.2927067697303396,1.4569571895950542,0.524853490079937,1.3359256900907066,0,1,1,1,1,0
40,-0.6414473328621737,0.1335371124361547,1.3969745002027238,1.3359256900907066,285,0,0,0,1,0
41,1.0150703420140381,0.22031875684001698,0.524853490079937,1.3359256900907066,0,0,1,0,0,0
42,-0.9901878959940077,-0.3003711095831566,0.524853490079937,-1.0474271849723038,0,0,0,0,0,0
